964 0364         ,*,90 4 391 1      ,070,14444 ,   ,009413             ,V201,   , 1 25,    1882, 6/01/16,     120, ,0000,      ,    1062,    24.9800,    36.0000,    25.9043
127368           , ,127368          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,    1000,10/24/16,     100, ,0000,      ,        ,    10.1900,    11.0200,    10.5670
127368           , ,127368          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,    1000,11/07/16,     100, ,0000,      ,        ,    10.1900,    11.0200,    10.5670
127368           , ,127368          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,    1000,12/12/16,     100, ,0000,      ,        ,    10.1900,    11.0200,    10.5670
127368           , ,127368          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,    1000, 1/30/17,     100, ,0000,      ,        ,    10.1900,    11.0200,    10.5670
127368           , ,127368          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,    1000, 2/27/17,     100, ,0000,      ,        ,    10.1900,    11.0200,    10.5670
127386           ,*,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 5/02/16,     450, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 5/09/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 5/23/16,     300, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 5/30/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 6/06/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 6/20/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 6/27/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 7/18/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 7/25/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 8/08/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 8/15/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 8/22/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 9/05/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           ,*,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 9/12/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 9/26/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250,10/03/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250,10/17/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250,10/24/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250,11/07/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250,11/14/16,     150, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250,12/12/16,     300, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 1/30/17,     300, ,0000,      ,        ,      .5868,      .6300,      .6123
127386           , ,127386          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    2250, 2/27/17,     300, ,0000,      ,        ,      .5868,      .6300,      .6123
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 5/02/16,     778, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 5/09/16,     390, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 5/16/16,     130, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 5/23/16,     390, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 5/30/16,     520, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 6/06/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 6/13/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 6/20/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 6/27/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 7/18/16,     390, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 7/25/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 8/01/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 8/08/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 8/15/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 8/22/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 9/05/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 9/12/16,     130, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 9/19/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 9/26/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,10/03/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,10/10/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,10/17/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,10/24/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,10/31/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,11/07/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,11/14/16,     260, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592,12/12/16,     650, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 1/30/17,     650, ,0000,      ,        ,      .2991,      .3700,      .3102
127465           , ,127465          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,    5592, 2/27/17,     390, ,0000,      ,        ,      .2991,      .3700,      .3102
127484           , ,127484          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     187, 9/26/16,      29, ,0000,      ,        ,    10.0200,    10.8400,    10.4559
127484           , ,127484          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     187,12/12/16,      36, ,0000,      ,        ,    10.0200,    10.8400,    10.4559
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 5/02/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 5/09/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 5/23/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 5/30/16,      56, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 6/13/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 6/27/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 7/18/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 7/25/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 8/08/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 8/15/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 9/05/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 9/19/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 9/26/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448,10/10/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448,10/24/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448,10/31/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448,11/14/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448,12/12/16,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 1/30/17,      56, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127485           , ,127485          ,095,00158 ,XE ,001SUFF            ,V999,   , 4  8,     448, 2/27/17,      28, ,0000,      ,      56,    10.9900,    11.8900,    11.4681
127510           , ,127510          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     125, 6/06/16,      25, ,0000,      ,        ,    19.8400,    21.4600,    20.7030
127510           , ,127510          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     125, 8/01/16,      25, ,0000,      ,        ,    19.8400,    21.4600,    20.7030
127510           , ,127510          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     125, 9/19/16,      25, ,0000,      ,        ,    19.8400,    21.4600,    20.7030
127510           , ,127510          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     125,10/31/16,      25, ,0000,      ,        ,    19.8400,    21.4600,    20.7030
127510           , ,127510          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     125, 1/30/17,      25, ,0000,      ,        ,    19.8400,    21.4600,    20.7030
127523           , ,127523          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     120, 6/06/16,      30, ,0000,      ,        ,    44.8800,    48.5500,    46.8323
127523           , ,127523          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     120, 8/08/16,      30, ,0000,      ,        ,    44.8800,    48.5500,    46.8323
127523           , ,127523          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     120,10/10/16,      30, ,0000,      ,        ,    44.8800,    48.5500,    46.8323
127523           , ,127523          ,095,00158 ,XE ,001SUFF            ,V730,   , 4  8,     120,12/12/16,      30, ,0000,      ,        ,    44.8800,    48.5500,    46.8323
127539           , ,127539          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,     160, 5/16/16,      40, ,0000,      ,        ,     2.6100,     2.8800,     2.7066
127539           , ,127539          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,     160, 6/20/16,      40, ,0000,      ,        ,     2.6100,     2.8800,     2.7066
127539           , ,127539          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,     160, 8/01/16,      40, ,0000,      ,        ,     2.6100,     2.8800,     2.7066
127539           , ,127539          ,095,00158 ,XE ,001SUFF            ,V999,   , 4 15,     160, 9/12/16,      40, ,0000,      ,        ,     2.6100,     2.8800,     2.7066
